card_id,well_id,condition_label,risk_level,recommended_action,severity,split,data_source,SPM,temperature,viscosity,fluid_level,pump_depth,production_rate,stroke_length,PPRL_z,MPRL_z,load_range_z,mean_load_z,std_load_z,PPRL_raw_lbf,MPRL_raw_lbf,load_range_raw_lbf,mean_load_raw_lbf,std_load_raw_lbf,card_work_raw_lbf_in,card_area_shape_norm,mean_up_z,std_up_z,min_up_z,max_up_z,mean_down_z,std_down_z,min_down_z,max_down_z,mean_slope_up_z,max_abs_slope_up_z,mean_slope_down_z,max_abs_slope_down_z,position_of_peak_load,position_of_min_load,up_down_load_ratio_raw
491f0416,WELL-019,Rod Floating,High,Reduce SPM / adjust VFD; evaluate CSS timing,1.0,train,synthetic_physics_v1,6.61,130.7,1055.6,2260.2,5810.4,45.0,98.7,1.3929525122241813,-0.7993520779506065,2.1923045901747877,0.2381913536599313,0.651784026457747,13145.56,9250.89,3894.67,11109.62095,1188.042073231667,197795.84640000004,0.5196232289806781,0.8051011485024389,0.28379571447567215,-0.7993520779506065,1.221823495672901,-0.3287184411825762,0.35543128134625585,-0.7993520779506065,1.3929525122241813,-2.0211755736235126,120.16460783672824,-0.8133908676659688,62.296815048737706,0.08080808080808081,1.0,1.1963457758410028
b766e629,WELL-014,Rod Floating,High,Reduce SPM / adjust VFD; evaluate CSS timing,1.0,train,synthetic_physics_v1,11.47,128.3,745.6,2552.5,5348.2,49.6,119.3,5.383972925555561,-2.2661311567793723,7.650104082334933,0.09268232255062486,1.279708700369599,18267.68,6100.92,12166.76,9891.145900000001,2287.3487068403433,275043.3513500002,0.19151771017075483,0.826310743636852,0.8240759614813126,-0.585136093328298,2.251050658444182,-0.6409460985356025,1.232796092166505,-2.2661311567793723,5.383972925555561,-2.836186751772481,7.241184101762469,-2.8426308946962386,223.27639998748586,0.08080808080808081,1.0,1.25887949715483
40eff1f0,WELL-007,Gas Interference,Low,Continue monitoring,0.222,train,synthetic_physics_v1,5.81,133.8,387.6,3544.8,4904.2,27.5,145.9,1.0629883608654762,-0.939677781629829,2.002666142495305,0.053939587765586834,0.8523640136240014,15840.16,9217.62,6622.539999999999,12528.0402,2783.6012659597923,811742.4045999993,0.8398045264379513,0.8913906019679975,0.1870995513372445,-0.5230804530099838,1.0629883608654762,-0.7835114264368238,0.124073280582659,-0.939677781629829,-0.5273310258384326,-1.5770019467157859,116.00839344300026,-0.3889804890970442,2.4138444075515277,0.04040404040404041,0.9292929292929294,1.5541319865377365
33b108c1,WELL-003,Normal,Low,Continue monitoring,0.0,val,synthetic_physics_v1,4.37,132.5,481.9,3454.0,5912.1,99.1,107.3,1.1773802993076847,-0.8395234209480625,2.016903720255747,0.1718592023324244,0.8861998004838147,19605.34,12186.17,7419.17,15889.691600000002,3248.1349512251554,693194.5783499999,0.876165688094479,1.055368234277472,0.06898515948970048,0.9322018600750924,1.1773802993076847,-0.711649829612623,0.06902754137542784,-0.8395234209480625,-0.5900268772005358,-0.21557525583834206,1.8363551863028067,-0.24949654374752686,1.7068482432260064,0.04040404040404041,1.0,1.505641637767005
2e9e84b5,WELL-007,Normal,Low,Continue monitoring,0.0,train,synthetic_physics_v1,6.16,131.5,392.3,3734.1,4904.2,35.9,145.9,1.3571482303367794,-1.1447703267335412,2.5019185570703204,0.0976341516593478,0.9936698060745568,16824.63,8552.63,8272.000000000002,12675.835449999999,3301.038747274075,944419.6603499993,0.7817012872878895,1.0718826094256508,0.22967731781369843,-0.6515643664321765,1.3571482303367794,-0.8766143061069555,0.15390770536383042,-1.1447703267335412,-0.6031642299251072,-2.008712596768963,145.94075383022764,-0.5348268476135385,2.9731440572984558,0.0,1.0,1.6801664450421783
6463a25c,WELL-004,Gas Interference,Low,Continue monitoring,0.284,train,synthetic_physics_v1,6.09,129.8,452.7,2833.3,4111.4,85.3,104.6,1.0478529546837507,-0.7900824041735375,1.8379353588572882,0.12900032108701137,0.7215621705044089,10309.04,7473.68,2835.3600000000006,8895.163,1106.8866504556825,226731.90480000002,0.7667181472916436,0.8331383347618839,0.15759255924564566,0.5349168863225038,1.0478529546837507,-0.5751376925878611,0.15763195257461293,-0.7900824041735375,-0.2714884959382035,-0.5104104755919536,2.646815729774774,-0.5146623792328199,2.804691937294464,0.010101010101010102,0.98989898989899,1.2699806296271219
a1898515,WELL-016,Fluid Pound,Medium,Reduce SPM to match inflow; check pump-off control,0.499,val,synthetic_physics_v1,3.69,144.0,329.3,2613.3,5305.9,85.5,142.3,0.624292855319257,-1.8213835108278886,2.4456763661471457,-0.3967762619756687,0.9912997402903849,14822.0,4736.58,10085.42,10592.875699999999,4085.162407670411,1093351.3448500002,0.766039722104682,0.5401012041098191,0.04122195935811701,0.4645607570738335,0.624292855319257,-1.3336537280611562,0.4562590572785586,-1.8213835108278886,-0.737597289194324,-0.11940995774972953,3.630645646179034,-0.9288711747926406,53.82501492393437,0.010101010101010102,0.6666666666666667,2.1303388852585337
478ac37b,WELL-003,Gas Interference,Medium,Evaluate gas separation / SPM adjustment,0.446,val,synthetic_physics_v1,4.66,130.3,446.8,3556.9,5912.1,101.7,107.3,0.9161404824235284,-0.5343075162433996,1.4504479986669279,0.193107457894141,0.6592862351284164,18630.67,13295.9,5334.769999999999,15967.933649999997,2386.420809265243,515463.6709999999,0.9058619041064441,0.8497071750573157,0.059852261336671535,0.7144408696367963,0.9161404824235284,-0.4634922592690337,0.05905937110203355,-0.5343075162433996,-0.3385369791986514,-0.18894430924189623,2.4162453644773914,-0.155753423257852,1.887804206620528,0.19191919191919193,0.9292929292929294,1.3454027455561712
394c0856,WELL-018,Rod Floating,High,Reduce SPM / adjust VFD; evaluate CSS timing,1.0,train,synthetic_physics_v1,10.01,137.5,773.3,2149.2,5672.4,80.3,144.4,5.058325887219822,-1.694420780029621,6.752746667249443,0.23196451869361528,1.069817700979291,25173.78,9223.36,15950.419999999998,13856.91815,2866.6190512352837,344393.30720000004,0.1499487632878783,0.7361413937614867,0.762574580644623,-1.694420780029621,2.012629395488322,-0.27221235637425617,1.0950393567838104,-1.694420780029621,5.058325887219822,-3.7070501755179484,119.4570291482709,-2.5243704353476195,197.5120755320007,0.08080808080808081,1.0,1.1833242134624389
31603dd5,WELL-008,Normal,Low,Continue monitoring,0.0,train,synthetic_physics_v1,7.6,156.9,439.7,3553.0,3844.2,30.8,79.5,1.2643088576712753,-1.061487441271131,2.3257962989424064,0.09760062057798734,0.9476713276950162,11339.49,5902.09,5437.4,8621.1557,2213.941034503067,346402.2767499998,0.8014973235383074,1.0250234726537035,0.24388714391361543,-1.0423753311566506,1.2643088576712753,-0.8298222314977289,0.12827571321032336,-1.061487441271131,-0.610359508324907,-2.3010444640444887,184.80913473024296,-0.42756635589078695,2.2709591963646636,0.020202020202020204,0.9797979797979799,1.6710116010711964
